1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.670000000000000000e+02,1.830000000000000000e+02,6.571325659751892090e-01
3.000000000000000000e+00,3.400000000000000000e+01,3.500000000000000000e+01,1.740000000000000000e+02,1.270000000000000000e+02,8.878161311149597168e-01
4.000000000000000000e+00,2.400000000000000000e+01,8.000000000000000000e+00,2.050000000000000000e+02,1.830000000000000000e+02,7.103902697563171387e-01
5.000000000000000000e+00,3.400000000000000000e+01,2.700000000000000000e+01,1.660000000000000000e+02,1.640000000000000000e+02,8.258293867111206055e-01
6.000000000000000000e+00,2.600000000000000000e+01,3.400000000000000000e+01,1.790000000000000000e+02,1.870000000000000000e+02,8.093672990798950195e-01
7.000000000000000000e+00,1.480000000000000000e+02,6.800000000000000000e+01,2.020000000000000000e+02,1.890000000000000000e+02,7.221863269805908203e-01
8.000000000000000000e+00,7.700000000000000000e+01,9.300000000000000000e+01,1.810000000000000000e+02,1.660000000000000000e+02,8.610451221466064453e-01
9.000000000000000000e+00,3.700000000000000000e+01,6.700000000000000000e+01,1.650000000000000000e+02,1.740000000000000000e+02,8.611642122268676758e-01
1.000000000000000000e+01,4.800000000000000000e+01,3.600000000000000000e+01,1.860000000000000000e+02,1.540000000000000000e+02,7.753034830093383789e-01
1.100000000000000000e+01,3.600000000000000000e+01,8.600000000000000000e+01,1.380000000000000000e+02,1.780000000000000000e+02,8.333284854888916016e-01
1.200000000000000000e+01,5.100000000000000000e+01,5.800000000000000000e+01,1.200000000000000000e+02,9.800000000000000000e+01,9.042354822158813477e-01
1.300000000000000000e+01,1.060000000000000000e+02,1.460000000000000000e+02,1.670000000000000000e+02,1.860000000000000000e+02,8.890620470046997070e-01
1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00,1.490000000000000000e+02,1.600000000000000000e+01,2.050000000000000000e+02,4.386574029922485352e-01
3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,1.460000000000000000e+02,9.400000000000000000e+01,1.860000000000000000e+02,1.440000000000000000e+02,9.267680644989013672e-01
